kot,"['kod', 'kotes', 'kot', 'koot', 'kotan']"
gitriuwi,['gibreuido']
dienest,"['dineru', 'dine', 'dines']"
ginuog,['giendot']
umberede,"['uuerde', 'uuereda', 'uuerdeso']"
abo,['aboha']
ubarhlaupnissi,"['ubarhlaupnissi', 'uirnlustigoint']"
sunda,['sundono']
eltiron,"['euuik', 'euuigon', 'eldiron']"
bidwingan,['bikwhime']
spel,['spel']
arfullan,"['arfullit', 'arfullant']"
gisalbôn,['gisalbot']
ziero,['zide']
gizelt,"['gizelido', 'gizelide']"
zeihhan,"['zuui', 'zeichane', 'zuei', 'zeichan']"
archennan,['arkennit']
nerren,['nerrendeo']
kiosan,['kwhoman']
sibba,"['sib', 'sibba']"
moweliche,['moysi']
mennisch,['meinit']
standan,['stundom']
sibunzug,['sibuni']
zisamane,['zisamande']
fimfzuc,['fimfzuk']
ziere,['ziide']
tarnen,['tazs']
kumber,['kumfti']
meri,['mera']
zehanzo,['zehanzo']
feorzuc,['feorzuk']
undertân,['uuort']
ziwâre,['ziuuare']
heriscaf,"['hierusalem', 'heriesi', 'heres', 'heriston']"
arwuostan,['aruuostit']
ghelstar,['gelstar']
salbunga,['salbunga']
bilinnan,['bilunna']
redha,"['rd', 'reda', 'ren']"
arslahan,"['arslagan', 'arslahan', 'arslahet', 'arsluogi']"
libbian,"['liudi', 'libegilobot']"
ende,['ende']
gisezzen,"['gisezzit', 'gisizzitder', 'gipuzzit', 'gihezzan', 'gisezitu']"
infancnissa,['idalnissa']
gidîhan,['gidaan']
palwic,['passione']
sigu,['sigu']
inneclîch,['iudeoliudim']
zistrudan,['zistrudida']
bihelan,['bil']
blostar,['blostar']
satzunge,"['samnunge', 'sauuenne']"
haldan,['haldan']
uri,['uurdi']
underskidôn,['udeiskh']
hartnissa,['hartnissu']
arliugan,['arsluog']
ungefrent,"['uuellent', 'uuerdent']"
kitarnan,"['kwhomenan', 'kitr', 'kitriufit', 'kitrnn', 'kitrgndz']"
gioffanôn,['gioffanodom']
kilîh,"['kilaubo', 'kit', 'kild', 'kwid']"
minnan,"['mannan', 'minu']"
gifrummen,"['gifrumida', 'gifremit']"
sâlidha,['salidom']
oder,"['odagan', 'odil']"
skuoh,"['skuo', 'skl', 'skuof']"
selida,['sezzida']
paradis,"['paradisi', 'paradises', 'prdisupu']"
untriwe,['uuari']
furiro,['furiro']
antreita,"['andrem', 'antreitu', 'azareth']"
erdürsten,['erdniss']
giunhreinan,"['giunhreinida', 'giuuerbit']"
dannan,"['danan', 'dannan']"
uns,['uzs']
geil,['geil']
arfurpan,"['aruuorpanan', 'arfuor']"
arqueken,"['arsluok', 'aruuegodi', 'arkweketa']"
blîdhnissa,['bliidnissu']
beitôn,"['beit', 'beitonti', 'beitot']"
alwaltendi,"['aluualdendeo', 'aluualten']"
reht,"['re', 'rget', 'ret']"
gigarawen,"['gigarauuan', 'gigarauuitas']"
ginist,['ginist']
werfan,['wuerfandi']
ubere,"['uuege', 'uue', 'uube']"
ensamt,['euua']
gifuari,"['gihuurfi', 'giuuati']"
ubermuot,"['uuerkum', 'uueizuue', 'uuerkot']"
ubarmuodic,['ubarmuodik']
kleiben,"['kilaubendi', 'kwekken']"
ingant,['iungist']
antfangi,"['antfenk', 'ankwad']"
gimahha,['gisah']
giloubîg,"['gilaubid', 'giloubfolle']"
mittingart,"['mittingart', 'mittingardes', 'mitonmrrit']"
diubil,['diubilo']
drugidha,"['drugida', 'diuandaru']"
scheffidh,['skheffides']
huldîn,['huld']
ingesinde,['iudeoliudi']
lastar,"['lastront', 'lastar']"
wundarlik,['wuederu']
gisamanôn,"['gislaganan', 'gisamonoten', 'gisamano', 'gisamanon']"
donar,"['dodan', 'dod']"
firstandan,"['firstandande', 'figand', 'fstundio']"
alsus,['aloos']
nara,['nara']
girihti,['girista']
gemartiren,['gimartirot']
finger,"['findemes', 'finger', 'findet']"
urchundî,"['urkund', 'uoruuirdu']"
antreidin,['andreidim']
folgên,['folgemes']
bigangeri,"['bigunne', 'bigangere']"
manniscnissa,['mannisknissa']
teidinc,['teutoniku']
meineide,"['memoiae', 'mhlstetideru']"
lustlîhho,"['luduiko', 'llzkirhhon']"
engegen,"['ege', 'ezzemes']"
firliosan,"['filio', 'filogotmnno']"
aleine,"['aekwe', 'alenk']"
unheil,"['uueiz', 'ufeit', 'uurtil', 'uuine', 'ufhimil']"
he,['he']
godspell,['gode']
lob,"['lonot', 'lob']"
undthat,['uuath']
magaczogo,['magakzogo']
dugid,"['dugidi', 'dauides']"
githigini,['githig']
tunclîh,['tuol']
hie,['hie']
undenân,['uankon']
ouh,['o']
giweit,"['gideilde', 'gisezit']"
argeban,['agebuode']
eme,['emo']
kalo,['kzala']
genieten,['gendiot']
korn,"['koon', 'konda']"
unfollîh,"['uuolda', 'uuola', 'uolla', 'uuolta']"
aber,['abeidi']
thôlôn,['tholon']
heidin,['heidine']
lidirenki,['lidanthiot']
ungerno,['uankono']
manôn,['manon']
dionôn,"['dionoume', 'diotono']"
unlanc,"['ueloane', 'uulon']"
umbe,['um']
ebanchilîh,"['ekoanehaankaa', 'ebamede']"
misselebên,['mielebetathe']
usa,['uua']
thanglîch,['thanana']
gispanan,['ginanam']
unthat,['uaton']
guot,"['guot', 'guotes', 'guotan', 'guoton']"
folch,"['fol', 'fo']"
loch,['loe']
gibiotan,['gibuozta']
thûsunt,['thekuning']
ich,"['ichi', 'i']"
gilouba,"['giituua', 'giloubtus']"
erslahan,['ebolgan']
leide,['leido']
unreht,"['uuie', 'uurk', 'uurd', 'uarn']"
alwalto,['alla']
nordenân,"['nothiez', 'ndremohelfn']"
thiot,['thaot']
intgeltan,['itanhluduig']
neoman,"['nothman', 'neomn']"
heida,['heo']
duon,['duon']
et,"['ette', 'et']"
urloub,"['ulub', 'ulo']"
wonên,['wob']
gundfano,['gundfano']
gagan,['gaga']
thankôn,"['thankod', 'thank']"
beschouwen,['beidodunkwad']
beidên,['beidon']
ubi,['uui']
guotlihhîn,"['guotokod', 'guotdenner']"
hiu,['hiu']
gisellio,['giellion']
michelî,['mine']
nôtstallo,"['nottallonhea', 'nothmangode']"
elinbogo,"['elbo', 'elisabeth']"
nistniis,['niaoti']
uoben,"['uolgon', 'uuengo']"
handmegin,['holdongikeit']
hiarwist,['hieuuit']
unsliht,"['uuili', 'uuelihemodz']"
kikunt,"['kituuili', 'kispnedz', 'kifrumit', 'kwidu']"
hinafart,"['hinauath', 'hinanfo']"
giwalt,['giuualto']
ellian,"['ellian', 'elysabeth']"
giduon,"['giduot', 'giuuonu']"
ungiloubig,"['uuillionkwimit', 'uuituua']"
gilingan,"['gilonon', 'gigangan']"
iogilîh,['imozbilibit']
thanc,['tha']
ellianlîcho,['ellianlicho']
eitar,['eit']
heggehol,['heuuolde']
fano,"['fand', 'fant']"
iht,['ihit']
angar,['ang']
lioth,['lioth']
ambeht,['aman']
gen,['g']
kyrrieleison,"['kyieleionang', 'kihuktinhimilisk', 'kuningekichundit']"
gizungi,['giunga']
umbigân,['uuig']
bidenchan,['bigunnanbluot']
keren,"['ke', 'kwede']"
unlanges,['uuangon']
irlouben,['ilod']
unchunt,"['uankontha', 'uuiu']"
gekunni,['gekunniuma']
unmanig,['uman']
hehtêht,"['hehe', 'hpet']"
hant,"['hanton', 'hant']"
linde,['lide']
hio,['hio']
kalt,"['kaft', 'kat', 'kwat']"
ingileiten,"['igihaft', 'igikamf']"
abuh,['abu']
obe,['oe']
thurft,['thuft']
ungimah,"['uuagihalde', 'ugit']"
einlif,['eiris']
duomen,"['duoder', 'duomen']"
hapt,['hapt']
leid,"['lezid', 'leid']"
kuonheit,['kuoniouuidi']
springan,['sprink']
faran,"['far', 'farames']"
pfell,['pfol']
fuoren,"['fuor', 'fuir']"
holz,['holza']
baldên,['balderes']
folo,['folon']
fuoȥ,['fuoz']
birenken,['birenkit']
biruoren,['biguol']
en,['en']
sunna,['sunna']
erda,"['era', 'erd', 'erda']"
suster,['suister']
bluot,['bluot']
bluoma,['bluoda']
lid,['lid']
gelenden,['geliden']
têkan,['tk']
piqueman,"['pikwemedz', 'pikwemn', 'piuuisanne']"
schrîn,['sr']
rîheit,"['rhefit', 'rhefitder']"
leiten,"['lzit', 'leitit', 'leitet']"
kleit,['kwimit']
himilzungal,['himilzunglo']
umpi,['umpi']
sorgen,"['sorgen', 'sorgundr', 'sgen']"
mukka,['mk']
seltsâni,['selunzi']
suonen,['suon']
ungeferte,['uuederemo']
stegereif,['stnzseskisind']
sprâhha,['srdr']
finstrî,"['finstridz', 'fintu']"
upi,['upi']
freht,"['fr', 'frnt']"
diepheit,['diedie']
drof,"['dr', 'drf']"
enbieten,['engiloeign']
dienst,"['die', 'dien']"
pringan,"['pringent', 'prno']"
lip,['lip']
no,['no']
firstantnissi,['finstriselid']
nist,['nist']
hilfa,['hilf']
pidiu,"['pidiu', 'pi', 'pidung']"
lernên,['llero']
mâno,"['mnno', 'mno']"
inblandenî,['illunkerno']
tuo,['tuo']
hellan,['hell']
fursto,['fuirhrto']
unmuoȥe,"['uuise', 'uuize', 'uuorte']"
stolz,['stnsz']
leisten,['ltist']
heiȥan,['heizzn']
lust,['lukso']
huckan,['hukkn']
suntiôn,"['suntige', 'suni']"
finstar,['finstr']
fier,['fir']
pluot,"['pluuik', 'pluot', 'pldetder']"
zeche,['ze']
ungenâde,['uueng']
gotforht,"['goteuunt', 'gotforht']"
hirti,"['hir', 'hirta', 'hirt']"
understrîchen,['uueroltifter']
mahtig,['mhtigo']
malhe,"['mhl', 'mhle']"
kipannan,"['kipnnit', 'kanan']"
pan,['pn']
furisizzen,['furisizzn']
forhta,"['for', 'forhta', 'forhtu']"
rahha,"['rhhu', 'r']"
unzerworht,['uuerolti']
entriuwen,['eokiuuerkot']
nâhlihhôn,['ntichristomit']
elilenti,"['elise', 'elises', 'elilentes']"
pâgan,['pgn']
trahho,['tr']
uðia,['uuik']
rehtkern,['rhpnkenf']
korôn,"['kos', 'kor']"
stritôd,['strititpi']
kistarkan,['kistrkn']
helfant,['helfnder']
himilrîhhi,['himiles']
kihuct,['kiuultit']
lintrache,['ltfintestet']
innân,['inn']
farsenkan,['frsenkn']
irsterban,['ikstetiuunt']
pifallan,['piflln']
siðwôrig,['sindesiglos']
urliugefluht,['uuigeruurtit']
prinnan,['prinnnt']
pergamin,['pergpoum']
ruken,['rtruknent']
muor,"['muor', 'muozzi']"
frumichait,['frsuuilhit']
loug,['lougiu']
himil,['himil']
foltrinkan,"['fllitprinnit', 'foltrunkane']"
mittilagart,['mittilgrtsten']
furifaran,['fuirufiriho']
ungiwândo,['uuison']
dehein,['dene']
muspilli,['muspille']
preit,"['preit', 'prnet']"
fruintin,['frprinnit']
luft,"['luftiz', 'luffet']"
luzîg,"['llz', 'luzig']"
rîhhituom,['rfurpituur']
mârida,['mrhdr']
magan,['mgon']
frôlih,"['frpr', 'fraz']"
stat,"['stet', 'stat']"
puaȥȥa,['puzeso']
mennen,['mnne']
riomo,"['rhono', 'riof']"
recchen,['rteiledenne']
schoenen,['sorgendenne']
suona,['suonu']
houbeten,['hbet']
tiufal,['tiufl']
steinahti,['stentit']
sigilôs,['sidupiles']
tehan,"['tfh', 'ten', 'tes']"
hochgemuot,['hornkilutit']
sunu,"['sunr', 'sumu']"
leisieren,['lepentendenne']
meistar,"['meist', 'meistar', 'meista']"
pald,['plddz']
nioman,"['niomn', 'nioman']"
kipagan,['kipgn']
diap,"['di', 'dia']"
sleht,['sget']
engil,"['engiluper', 'engil', 'engile', 'engila']"
diob,['dio']
meintât,['mrhuuechnt']
deistdaȥist,['deotuuissnt']
rasten,"['rsten', 'rstentso']"
losen,['lossn']
leijo,['leuuo']
turtulitûba,"['ttinrteilit', 'turtilitub']"
underwenden,['uuerdedenne']
suonnan,['suonnn']
reinôn,['rteilln']
umbiwerft,"['umpiengilo', 'umbiuuerft']"
menigî,['menigi']
guotî,['guotero']
gommanbarn,"['gomonogrt', 'gommanbarn']"
filo,['filodi']
resti,['resti']
pimtdan,['pimidn']
unnuzzi,"['uuz', 'uuizzaga']"
degen,['desen']
mandragora,['mnnunmordes']
listig,['listik']
menden,"['mnder', 'menken', 'mendent']"
riuten,['rliugn']
meisto,['megitto']
loh,['l']
unzan,"['uzzn', 'uzzan', 'uuazar', 'uuizenti']"
lustsam,['lmusnu']
furimagan,['furimegi']
kisezida,['kipuztidenne']
frôno,['frono']
menniskî,['menniski']
niender,"['nfenk', 'nirfuor']"
fardolên,['frdolet']
peh,['pe']
dingesgeben,['dioterichen']
pari,['page']
an,['an']
tiufi,"['tiu', 'tiufi']"
terien,['ter']
tian,['tia']
tier,['tie']
tuoh,"['tu', 'tuochum', 'tuot']"
hêrro,['hydro']
noh,['n']
unde,['un']
bekumbern,['beuullet']
beton,"['bzet', 'betonti']"
trohtin,['trbt']
gesenten,['geunt']
bechennen,['bezechene']
hella,['hella']
lîhhamo,['lhhamn']
gehabên,['gehaf']
ougenweide,"['onozentaurdemo', 'ohannemint']"
offenbæren,['onozentaur']
ungelt,['uogele']
uvele,['ule']
nein,['nen']
geliuhten,['gelutgot']
merimanni,['mermann']
brâtan,['brhtan']
bezîte,['bezene']
manlîh,['mann']
underwîlen,['uuerltlhen']
lusten,['luten']
halb,['halb']
roub,['ro']
plle,['plde']
habên,"['habn', 'haben']"
erklengen,['eruullntde']
harnasch,['hyaena']
durah,['durh']
olei,['olhe']
erila,"['ert', 'erira']"
krût,['krt']
petôn,['petton']
abgot,['abgot']
bernen,"['begnen', 'berenti']"
neweder,['neuuedr']
getougen,['geloubge']
nennen,['nent']
alumbe,['alomon']
zetal,['zufaltk']
zalôn,['zufaltkro']
heriberga,['herodes']
sumer,['sumer']
anasidili,['abiasesint']
arfaran,['aarones']
beide,['beidu']
gangan,"['gangenti', 'gangent', 'ganga']"
bibot,['bibot']
bithiu,"['bithiu', 'biti', 'bitis']"
frambringan,['framgigieng']
biscofheit,"['biskofheite', 'biskofheites']"
girdinôn,"['giordinot', 'girdinota']"
framgangan,['framgieng']
brehhan,['branti']
zeso,['zeso']
gitruoben,"['gitruobit', 'gitruobenint']"
sehan,['sehenti']
anafang,['anafiel']
forhtian,['forhti']
gibet,"['gibet', 'gibetu', 'gib']"
nemnen,['nemnis']
gifeho,['gifeho']
blîdida,['blidida']
trinkan,"['trinkit', 'trink']"
gifullen,"['gifullit', 'gifulte', 'gifullen']"
irwellen,['israheles']
bano,['barno']
geistlîh,"['geiste', 'geista']"
giburen,"['giuuente', 'gibure']"
garawen,['garuuen']
bium,['bim']
alt,['alt']
antlingôn,['antlingont']
gabilôt,"['gabriel', 'galileu', 'gabi']"
gisunt,['gisentit']
disc,['disu']
suachen,"['suigenti', 'suochen', 'suochent']"
gilustlîh,['gifultu']
zierist,['zitiint']
vurebringen,"['vfuntorot', 'vfuntoronte', 'vfurdiint', 'vfuntoronti']"
durchluter,['duruhuuoneta']
stiura,['stumuuard']
framqueman,['framkwam']
gibrieven,['gibrieuit']
verdoln,['vfurdi']
syn,['syriu']
grâwen,['grauen']
krône,['kyrine']
dionôst,"['dionost', 'dionota']"
burgliuti,"['burgifuor', 'burgi', 'burgliuto']"
iowedar,['iosepf']
hier,"['hiez', 'hier']"
nauwe,['nazareth']
burg,['burg']
begheuen,['bethleem']
hursgen,['huse']
hiwiski,['hiuuiske']
girahhôn,['giiahi']
saman,['saman']
marcha,['mari']
tagalîh,"['taga', 'tages', 'tage']"
barc,['bari']
bistantan,"['biuuant', 'bivfuntanaz']"
gimeita,"['gilegita', 'gimeit']"
krippa,"['krippea', 'krippeasie']"
gaturstig,"['gasthuseuuar', 'gauuorachtos']"
bihaltan,['bihaltante']
erholn,['ero']
biskeran,['biskhe']
gifehan,"['gifehon', 'gifehan']"
allermeist,['allemo']
heilant,"['heilant', 'heilantsine', 'heilantes', 'heilan']"
sliumo,['sliumo']
lobôn,"['lobontiu', 'lobonte']"
tiuri,['tiurida']
erdrîhhi,['erdu']
unvollanlîh,"['uuillenuuard', 'uuollenti']"
zaichen,['zuisgen']
irwenten,['ilente']
funf,['fund']
iogiwelîh,['ioseben']
giwîtan,"['gikwetan', 'gikwetanu']"
vruchte,['vfurd']
marca,['maria']
gihaltan,"['gihielt', 'gihalot', 'gihalota']"
vürbaȥ,['vfurb']
giwerchan,['gisprochan']
argangan,['argangana']
bisnidan,['bisnitan']
pfarra,['pfanga']
giwaltan,['gifulta']
sûbarnessi,"['subarnessi', 'subernessi']"
zehant,['zua']
gimah,['gimach']
turi,['tubikl']
senede,"['seno', 'senu']"
irbelgan,['israhelo']
fluobara,['fluobra']
pfenden,['pfieng']
antwurti,['antvfurti']
arsterban,['arsturbi']
arbait,['arma']
lobelich,['lobota']
ougen,"['oug', 'otages']"
annuzi,"['annuze', 'anna']"
rinnan,['rigannesse']
diuri,['diuridu']
unchilaubo,['uuihita']
urhêtto,['urresti']
irsmâhen,['israhel']
undarquedan,"['uuidarkwidit', 'uuidarstantanne']"
trügenheit,['trigane']
manag,"['managen', 'managiu']"
githenken,"['githankauuas', 'gigienk', 'gieng']"
asneri,"['aseres', 'asnere', 'asner']"
managfalt,['managa']
lebara,['lebeta']
fior,['fioru']
nio,['nio']
fast,['fast']
zimieren,['zitikwementi']
druhttn,['dritten']
stâti,['steti']
indi,['iungiro']
brûtlouft,['brutloufti']
steinîn,['steininu']
bihabên,['bihaben']
einbære,['einero']
fullen,['fullet']
faz,['faz']
untazs,"['uuazaru', 'uuazzar']"
furhten,['fult']
skepfen,['skepfet']
bringan,"['bringet', 'brunga']"
furistsizzento,"['furistsizzenten', 'furistsizzento']"
unstâti,['uuesta']
brûtigomo,['brutigomon']
gistelli,['gihielti']
furgeban,['fugala']
firhelan,['fiel']
verzagen,['vfurzal']
sum,"['sumiu', 'sum']"
dorn,['dorna']
furstantan,['furthamft']
andarwîs,['andaru']
guotlîh,['guota']
tehtier,"['tetrarka', 'teta']"
scanta,['santa']
iowanne,"['iohannem', 'iohannes']"
giheften,['giheftita']
karkâri,['karkare']
hebbian,['herodianem']
kneht,['kwe']
halftanôd,"['halota', 'halftanod']"
herte,['herode']
arlouben,['arloubit']
hovegesinde,['habenneherodias']
farawa,"['fareta', 'faru']"
liuhten,['liut']
gihören,['gihorentemo']
gouma,['gouma']
gidrahtôn,['giereton']
furihten,['furiston']
herzblidi,['herodiadis']
gisalzôn,['gisalzota']
sizzen,['sizzenton']
magatîn,['magatine']
giscuohi,"['gisuuor', 'giskuohiu']"
minnea,['mines']
bituon,['bitu']
houbit,['houbit']
toufa,['toufares']
gebreste,['gebes']
diute,['diske']
habaro,['habata']
zehenzug,['zuuene']
ingangan,['iungoro']
teil,"['teil', 'teilta']"
maneg,"['manegen', 'manege']"
tagên,['tagon']
ziwerfan,['ziuuarf']
hungar,['hungar']
bigangan,"['bigonda', 'bigond']"
zogenc,['zuoklebeta']
dorf,['dorf']
sulîh,['suu']
deot,['deo']
gifuori,"['giuuorban', 'giruorit', 'gifuotrit']"
vuoge,['vfuo']
brot,['brotes']
hungiren,['hungere']
sunta,['suntota']
mittilôdi,['mittiu']
ferro,['ferro']
miltida,['miltida']
gegin,['geg']
lougen,['louffenti']
kurtf,['kusta']
girusten,['giuuatet']
gemeit,['gebet']
fingirîn,['fingir']
kalb,"['kalb', 'kalbher']"
goumen,"['goumumes', 'goumonuuas', 'goumti', 'goumon', 'goumitho']"
dieser,['deser']
forðwardes,['foruuard']
fuora,['funta']
achar,['achre']
nabilo,['nalichota']
gistimmi,['gistimmi']
sang,['sang']
gruoba,['gruozta']
antwurten,['antuurtenti']
manig,['manigiu']
zikîn,['zik']
sunder,['sunther']
birsen,['bis']
gilimphan,['gilampf']
ubarstîgan,"['uuardtho', 'uuistom']"
ratissa,['ratissa']
boum,['boume']
phigboum,['pfigboume']
hou,['hou']
mist,['mist']
teilen,['teile']
erbi,['erbi']
teilâri,['teilari']
girida,['giridu']
bisizzen,['bisizzit']
ackar,['akkar']
tuon,['tuon']
mer,['mer']
min,['miniu']
seola,"['sela', 'seo']"
tumbo,['tumbo']
drisiwen,['drisiuuit']
gafregnan,['gafreg']
firahiâ,['firahim']
firiwiz,['firiuuizzo']
pereg,['pereg']
skehan,['ske']
martyra,['mareo']
ente,['enteo']
milti,['miltisto']
manak,"['manake', 'manak']"
fordaro,['forgapi']
ganâda,['ganada']
galaupa,['galaupa']
spâhida,['spachida']
kraft,['kraft']
arke,['ark']
garuwian,['gauurkanne']
